100,1,3,0,36694,
101,6,2,0,28530,
101,6,2,0,28530,
101,17,2,0,28530,
101,29,2,0,28530,
101,41,2,0,28530,
101,52,2,0,28530,
101,41,2,0,28530,
101,41,2,0,28530,
101,63,2,0,28530,
101,63,2,0,28530,
101,41,2,0,28530,
101,29,2,0,28530,
101,41,2,0,28530,
101,41,2,0,28530,
101,41,2,0,28530,
101,41,2,0,28530,
101,29,2,0,28530,
101,29,2,0,28530,
101,52,2,0,28530,
101,41,2,0,28530,
101,63,2,0,28530,
101,52,2,0,28530,
101,17,2,0,28530,
101,29,2,0,28530,
101,29,2,0,28530,
101,63,2,0,28530,
101,52,2,0,28530,
101,41,2,0,28530,
101,41,2,0,28530,
101,63,2,0,28530,
101,52,2,0,28530,
101,63,2,0,28530,
101,52,2,0,28530,
101,75,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,113,2,0,28530,
101,75,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,75,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,63,2,0,28530,
101,113,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,75,2,0,28530,
101,75,2,0,28530,
101,75,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,63,2,0,28530,
101,87,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,63,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,87,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,87,2,0,28530,
101,63,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,113,2,0,28530,
101,75,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,87,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,100,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,75,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,100,2,0,28530,
101,75,2,0,28530,
101,75,2,0,28530,
101,113,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,75,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,113,2,0,28530,
101,87,2,0,28530,
101,100,2,0,28530,
101,63,2,0,28530,
101,100,2,0,28530,
101,87,2,0,28530,
101,125,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,100,2,0,28530,
101,113,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,87,2,0,28530,
101,125,2,0,28530,
101,75,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,75,2,0,28530,
101,87,2,0,28530,
101,87,2,0,28530,
101,113,2,0,28530,
101,138,2,0,28530,
101,138,2,0,28530,
101,138,2,0,28530,
101,138,2,0,28530,
101,113,2,0,28530,
101,125,2,0,28530,
101,138,2,0,28530,
101,138,2,0,28530,
101,153,2,0,28530,
101,138,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,138,2,0,28530,
101,138,2,0,28530,
101,138,2,0,28530,
101,125,2,0,28530,
101,138,2,0,28530,
101,138,2,0,28530,
101,125,2,0,28530,
101,138,2,0,28530,
101,113,2,0,28530,
101,138,2,0,28530,
101,125,2,0,28530,
101,100,2,0,28530,
101,100,2,0,28530,
101,138,2,0,28530,
101,153,2,0,28530,
101,138,2,0,28530,
101,153,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,138,2,0,28530,
101,153,2,0,28530,
101,113,2,0,28530,
101,100,2,0,28530,
101,138,2,0,28530,
101,153,2,0,28530,
101,125,2,0,28530,
101,125,2,0,28530,
101,113,2,0,28530,
101,113,2,0,28530,
101,138,2,0,28530,
101,166,2,0,28530,
101,179,2,0,28530,
101,138,2,0,28530,
101,125,2,0,28530,
101,138,2,0,28530,
101,179,2,0,28530,
101,138,2,0,28530,
101,191,2,0,28530,
101,153,2,0,28530,
101,191,2,0,28530,
101,153,2,0,28530,
101,166,2,0,28530,
101,191,2,0,28530,
101,179,2,0,28530,
101,179,2,0,28530,
101,179,2,0,28530,
101,191,2,0,28530,
101,191,2,0,28530,
101,191,2,0,28530,
101,191,2,0,28530,
101,166,2,0,28530,
101,191,2,0,28530,
101,179,2,0,28530,
101,191,2,0,28530,
101,179,2,0,28530,
101,191,2,0,28530,
101,179,2,0,28530,
101,179,2,0,28530,
101,191,2,0,28530,
101,191,2,0,28530,
101,191,2,0,28530,
101,191,2,0,28530,
101,191,2,0,28530,
101,191,2,0,28530,
101,202,2,0,28530,
101,215,2,0,28530,
101,215,2,0,28530,
101,227,2,0,28530,
101,215,2,0,28530,
101,215,2,0,28530,
101,238,2,0,28530,
101,238,2,0,28530,
101,227,2,0,28530,
101,215,2,0,28530,
101,252,2,0,28530,
101,227,2,0,28530,
101,238,2,0,28530,
101,238,2,0,28530,
101,238,2,0,28530,
101,238,2,0,28530,
101,238,2,0,28530,
101,265,2,0,28530,
101,265,2,0,28530,
101,252,2,0,28530,
101,252,2,0,28530,
101,265,2,0,28530,
101,265,2,0,28530,
101,265,2,0,28530,
